0, 1800, 160, 0.000, 0.999875
0, 1800, 160, 0.165, 1.0116
0, 1800, 160, 0.331, 1.09947
0, 1800, 160, 0.496, 1.25105
0, 1800, 160, 0.661, 1.44515
0, 1800, 160, 0.826, 1.67086
0, 1800, 160, 0.992, 1.92458
0, 1800, 160, 1.157, 2.20385
0, 1800, 160, 1.322, 2.50001
0, 1800, 160, 1.488, 2.79235
0, 1800, 160, 1.653, 3.06875
0, 1800, 440, 0.000, 0.999875
0, 1800, 440, 0.165, 1.01277
0, 1800, 440, 0.331, 1.10951
0, 1800, 440, 0.496, 1.29369
0, 1800, 440, 0.661, 1.53221
0, 1800, 440, 0.826, 1.81303
0, 1800, 440, 0.992, 2.13681
0, 1800, 440, 1.157, 2.50266
0, 1800, 440, 1.322, 2.90481
0, 1800, 440, 1.488, 3.33489
0, 1800, 440, 1.653, 3.778
0, 1800, 620, 0.000, 0.999875
0, 1800, 620, 0.165, 1.01304
0, 1800, 620, 0.331, 1.1114
0, 1800, 620, 0.496, 1.30696
0, 1800, 620, 0.661, 1.558
0, 1800, 620, 0.826, 1.85541
0, 1800, 620, 0.992, 2.20081
0, 1800, 620, 1.157, 2.5917
0, 1800, 620, 1.322, 3.02561
0, 1800, 620, 1.488, 3.49182
0, 1800, 620, 1.653, 3.97842
0, 3400, 160, 0.000, 0.999875
0, 3400, 160, 0.312, 1.08601
0, 3400, 160, 0.624, 1.38331
0, 3400, 160, 0.937, 1.78893
0, 3400, 160, 1.249, 2.26658
0, 3400, 160, 1.561, 2.77223
0, 3400, 440, 0.000, 0.999875
0, 3400, 440, 0.312, 1.0923
0, 3400, 440, 0.624, 1.46973
0, 3400, 440, 0.937, 1.99057
0, 3400, 440, 1.249, 2.64057
0, 3400, 440, 1.561, 3.3884
0, 3400, 620, 0.000, 0.999875
0, 3400, 620, 0.312, 1.09456
0, 3400, 620, 0.624, 1.49213
0, 3400, 620, 0.937, 2.04927
0, 3400, 620, 1.249, 2.75717
0, 3400, 620, 1.561, 3.57821
0, 5100, 160, 0.000, 0.999875
0, 5100, 160, 0.468, 1.21542
0, 5100, 160, 0.937, 1.77324
0, 5100, 160, 1.405, 2.48705
0, 5100, 160, 1.873, 3.18178
0, 5100, 440, 0.000, 0.999875
0, 5100, 440, 0.468, 1.26065
0, 5100, 440, 0.937, 1.99097
0, 5100, 440, 1.405, 2.99655
0, 5100, 440, 1.873, 4.15618
0, 5100, 620, 0.000, 0.999875
0, 5100, 620, 0.468, 1.27085
0, 5100, 620, 0.937, 2.05529
0, 5100, 620, 1.405, 3.15986
0, 5100, 620, 1.873, 4.47373
0, 7900, 160, 0.000, 0.999875
0, 7900, 160, 0.725, 1.49619
0, 7900, 160, 1.451, 2.5533
0, 7900, 160, 2.176, 3.34907
0, 7900, 440, 0.000, 0.999875
0, 7900, 440, 0.725, 1.6303
0, 7900, 440, 1.451, 3.11166
0, 7900, 440, 2.176, 4.88204
0, 7900, 620, 0.000, 0.999875
0, 7900, 620, 0.725, 1.66621
0, 7900, 620, 1.451, 3.30703
0, 7900, 620, 2.176, 5.39499
0, 1800, 8900, 0.000, 0.999875
0, 1800, 8900, 0.165, 1.01558
0, 1800, 8900, 0.331, 1.12823
0, 1800, 8900, 0.496, 1.35068
0, 1800, 8900, 0.661, 1.64956
0, 1800, 8900, 0.826, 2.0135
0, 1800, 8900, 0.992, 2.44318
0, 1800, 8900, 1.157, 2.94009
0, 1800, 8900, 1.322, 3.51294
0, 1800, 8900, 1.488, 4.1533
0, 1800, 8900, 1.653, 4.85349
0, 3400, 8900, 0.000, 0.999875
0, 3400, 8900, 0.312, 1.09919
0, 3400, 8900, 0.624, 1.5635
0, 3400, 8900, 0.937, 2.2663
0, 3400, 8900, 1.249, 3.20652
0, 3400, 8900, 1.561, 4.37087
0, 5100, 8900, 0.000, 0.999875
0, 5100, 8900, 0.468, 1.30148
0, 5100, 8900, 0.937, 2.27554
0, 5100, 8900, 1.405, 3.76572
0, 5100, 8900, 1.873, 5.68837
0, 7900, 8900, 0.000, 0.999875
0, 7900, 8900, 0.725, 1.77554
0, 7900, 8900, 1.451, 3.95144
0, 7900, 8900, 2.176, 7.15861
